168,109
226,102
141,125
127,93
195,116
108,107
123,89
101,98
181,100
106,108
187,97
122,111
148,99
98,115
161,98
168,121
144,96
116,108
120,102
105,108
133,104
172,99
114,90
131,93
167,86
161,92
213,88
136,89
119,96
106,105
